title,r_title,actorList,runtime,director,grade,genre,audience,popularity,release_date,vote,overview
아바타,아바타,"['샘 워싱턴', '조 샐다나', '시고니 위버']",162,제임스 카메론,12세 관람가,"['SF', '모험', '액션']","13,486,963",36.211,2009-12-10,7.4,"가까운 미래, 지구는 에너지 고갈 문제를 해결하기 위해 머나먼 행성 판도라에서 대체 자원을 채굴하기 시작한다. 하지만 판도라의 독성을 지닌 대기로 인해 자원 획득에 어려움을 겪게 된 인류는 판도라의 토착민 나비(Na’vi)의 외형에 인간의 의식을 주입, 원격 조종이 가능한 새로운 생명체를 탄생시키는 프로그램을 개발한다. 한편 하반신이 마비된 전직 해병대원 제이크 설리(샘 워딩튼)는 아바타 프로그램에 참가할 것을 제안받는다. 그 곳에서 자신의 아바타를 통"
미싱 링크,미싱 링크,"['휴 잭맨', '조 샐다나', '엠마 톰슨']",95,크리스 버틀러,PG,"['애니메이션', '모험', '코미디']",[],36.174,2019-04-04,7.2,
인셉션,인셉션,"['레오나르도 디카프리오', '와타나베 켄', '조셉 고든 레빗']",147,크리스토퍼 놀란,12세 관람가,"['액션', '모험', 'SF']","5,835,017",35.951,2010-07-15,8.3,"타인의 꿈과 접속해 생각을 빼낼 수 있는 근미래, 돔 코브(레오나르도 디카프리오)는 꿈의 보안 프로그래머이자 동시에 침입자다. 그는 일본인 사업가 사이토(와타나베 켄)의 제안에 따라 거대 합병 기업의 총수가 될 피셔(킬리언 머피)의 꿈을 설계하여 기업 합병을 막으려 든다. 그 일을 성사시키면 코브는 사이토의 도움으로 아내(마리온 코티아르)의 살해범으로 몰린 자신의 누명을 뒤로 하고 사랑스런 자녀들이 있는 집으로 돌아갈 수 있다. 마침내 코브 일행은 꿈 "
롱 샷,롱 샷,"['샤를리즈 테론', '세스 로건', '앤디 서키스']",125,조나단 레빈,[],['코미디'],[],35.917,2019-05-02,6.8,첫사랑 베이비시터 ‘샬롯’(샤를리즈 테론)을 20년 만에 만난 실직 기자 ‘프레드’(세스 로건)가 현직 미 국무 장관이자 대선 후보가 된 그녀의 연설문 작가가 되면서 벌어지는 상상불가 케미를 그린 대유잼 로코버스터
제 7기사단,제 7기사단,"['클라이브 오웬', '모건 프리먼', '엑셀 헨니']",115,키리야 카즈아키,15세 관람가,"['액션', '모험']","10,710",35.892,2015-04-03,6.3,사상 최고의 실력으로 전설이 된 최강 부대 제 7기사단과 대장 ‘레이든’(클라이브 오웬). 그는 절대 권력의 횡포로 힘없는 이들이 고통 받는 세상을 바로 잡으려는 ‘바톡’(모건 프리먼) 영주의 뜻에 따라 정의와 신념을 지키기 위한 반격을 결심하는데…
더 스퀘어,더 스퀘어,['클라에스 방'],151,루벤 외스틀룬드,15세 관람가,['블랙코미디'],"16,764",35.87,2017-08-25,6.9,"‘더 스퀘어’라는 새로운 전시를 앞둔 스톡홀름 현대 미술관 수석 큐레이터 ‘크리스티안’ 누구보다 완벽했던 그에게 예측불허! 기상천외한 트러블이 빵! 빵! 터지기 시작했다. 통제 불가! 짜증 유발! 그럼에도 불구하고, HELP HIM, PLEASE!"
파이브 피트,파이브 피트,"['헤일리 루 리차드슨', '콜 스프로즈']",116,저스틴 밸도니,15세 관람가,"['드라마', '멜로/로맨스']","98,528",35.81,2019-03-15,8.2,"같은 병을 가진 사람끼리 6피트 이상 접근해서도, 접촉도 해선 안되는 CF(낭포성 섬유증)를 가진 ‘스텔라’와 ‘윌’. 첫눈에 반한 두 사람은 서로를 위해 안전거리를 유지하려고 하지만 그럴수록 더욱 빠져든다. 손을 잡을 수도 키스를 할 수도 없는 그들은 병 때문에 지켜야 했던 6피트에서 1피트 더 가까워지는 걸 선택하고 처음으로 용기를 내 병원 밖 데이트를 결심한다. 그러나 갑자기 숨을 쉬지 못하는 ‘스텔라’. ‘윌’은 그녀를 살리기 위해 안전거리를 어"
레이디스 나잇,레이디스 나잇,"['아나 크라우디아 타란콘', '안나 데 라 레구에라']",89,가브리엘라 타글리아비니,[],"['코미디', '멜로/로맨스']",[],35.804,2017-06-15,5.5,대학 시절 절친들이 상원 후보자인 제시카의 결혼 전 처녀 파티를 즐기려 마이애미로 향하고 고용한 남성 스트리퍼가 사고로 죽게 되고 강도들에게 위협을 당하며 모든 일들을 헤쳐나가는 내용의 이야기.
테일 오브 테일즈,테일 오브 테일즈,"['셀마 헤이엑', '뱅상 카셀', '스테이시 마틴']",133,마테오 가로네,청소년 관람불가,['판타지'],"30,291",35.563,2015-05-14,6.2,욕망에 휩싸인 세 여인이 있다. 영화의 시작을 여는 건 아기를 갖기 위해 영혼이라도 팔겠다는 왕비(샐마 헤이엑) 이야기다. 왕비는 풍문에 따라 처녀가 요리한 바다괴물의 심장을 먹고 아들을 얻는다. 아이는 같은 날 태어난 처녀의 아이에게 집착에 관심을 보이며 성장한다. 두 번째는 왕의 사랑을 얻기 위해 젊음을 탐하는 노파와 그 동생의 이야기다. 도라는 우연한 계기로 젊음을 얻는다. 이를 시기한 동생 이마는 도라의 말만 믿고 피부를 깎아내 젊음을 되찾으려 
홀로그램 포 더 킹,홀로그램 포 더 킹,"['톰 행크스', '사리타 초우드리', '벤 위쇼']",98,톰 티크베어,청소년 관람불가,['드라마'],[],35.493,2016-04-22,5.9,"한 때는 잘나가던 사업가 였지만, 지금은 그냥 ‘이혼한 빚 많은 세일즈맨’이 되어버린 ‘앨런 클레이’(톰 행크스). 지칠대로 지친 그에게 사우디아라비의 왕족에게 회사의 신기술을 팔고 오라는 명령이 떨어진다. 태어나서 단 한번도 가보지 않은 낯선 땅에 선 ‘앨런’은 정작 국왕의 그림자 조차도 못보고 뜻밖의 인연과 예상 밖의 일들만 겪지만, 자신의 인생 2막이 시작되고 있음을 점차 알게 되는데..."
아무도 머물지 않았다,아무도 머물지 않았다,"['베레니스 베조', '타하르 라힘', '알리 모사파']",130,아쉬가르 파라디,15세 관람가,"['드라마', '미스터리']","15,753",35.398,2013-05-17,7.3,"아마드는 4년 째 별거 중인 마리와 이혼하기 위해 파리로 향한다. 오랜만에 찾아 간 그녀의 집에는 전남편 사이에서 낳은 두 명의 딸과, 곧 마리와 결혼하는 사미르, 그리고 사미르의 불만투성이 아들이 있다. 한편, 아마드는 자꾸만 엇나가는 큰 딸 루시에게 사미르의 전 부인이 현재 혼수 상태이며, 그것이 엄마 마리 때문이라는 충격적인 이야기를 듣게 되는데..."
헝거게임: 모킹제이,헝거게임:모킹제이,"['제니퍼 로렌스', '조쉬 허처슨', '리암 헴스워스']",123,프란시스 로렌스,15세 관람가,"['판타지', '액션']","854,407",35.386,2014-11-18,6.8,"캐피톨 VS 13구역 혁명군  게임은 끝났다! 물러설 수 없는 정면승부가 시작된다!  헝거게임이 끝나고 캣니스의 고향인 12구역이 캐피톨의 폭격으로 파괴되자 그녀는 절망감으로 괴로워한다. 12구역의 생존자들이 13구역에 있다는 것을 알게 된 캣니스는 반정부 세력의 중심이 된다. 어떤 공격도, 어떤 감시도 피할 수 있는 전설의 13구역을 다스리는 대통령 코인은 캣니스에게 혁명의 불꽃이자 반군의 상징인 모킹제이가 되어달라고 부탁하고, 모두의 희망이 된 캣니"
아논,[],[],[],[],[],[],[],35.381,2018-05-03,5.8,그녀 주변에서 연쇄 살인이 발생한다.모두가 연결되어 오히려 취약한 미래. 범인을 잡으려면 눈에 보이는 것을 믿지 마라.
레전드,레전드,"['톰 하디', '태런 에저튼', '에밀리 브라우닝']",132,브라이언 헬겔랜드,청소년 관람불가,"['액션', '범죄', '드라마']","180,091",35.315,1985-07-19,6.2,"빛의 시대가 오자 지하세계로 숨어든 어둠의 대왕은 세상을 다시 손아귀에 넣기 위해 순수와 빛의 세계를 지키는 유니콘 한쌍을 죽이려고 한다. 그 유니콘의 존재를 알고 있는 잭은 지상에서 가장 순수한 영혼을 지닌 숲속의 소년. 잭은 사랑하는 릴리 공주가 유니콘을 보고 싶다고 하자 위험을 깨닫지 못하고 유니콘을 보여준다. 릴리가 유니콘에 접근하는 순간, 그녀를 뒤쫓던 악귀들이 독화살로 수컷 유니콘을 쓰러뜨리고 외뿔을 잘라 손에 넣는다. 그러자 온기를 잃은 세"
데드 캠프 2,[],[],[],[],[],[],[],35.286,2007-08-25,5.6,리얼리티 서바이벌 TV프로그램에 출연하게 된 6명의 남녀와 방송관계자들이 산속에서 사람들을 잡아 먹고 사는 살인마 가족들을 피해 고군분투하는 내용을 다룬 영화이다.
피치 퍼펙트 3,피치 퍼펙트 3,"['안나 켄드릭', '레벨 윌슨', '브리타니 스노우']",149,트리시 시에,15세 관람가,['코미디'],[],35.272,2017-12-20,6.5,
그린북,그린 북,"['비고 모텐슨', '마허샬라 알리']",130,피터 패럴리,12세 관람가,['드라마'],"432,396",35.191,2018-11-16,8.3,"1962년 미국, 입담과 주먹만 믿고 살아가던 토니 발레롱가(비고 모텐슨)는 교양과 우아함 그 자체인 천재 피아니스트 돈 셜리(마허샬라 알리)의 운전기사 면접을 보게 된다. 백악관에도 초청되는 등 미국 전역에서 콘서트 요청을 받으며 명성을 떨치고 있는 돈 셜리는 위험하기로 소문난 미국 남부 투어 공연을 떠나기로 결심하고, 투어 기간 동안 자신의 보디가드 겸 운전기사로 토니를 고용한다. 거친 인생을 살아온 토니와 교양과 기품을 지키며 살아온 돈. 생각, "
메가로돈,메가로돈,"['제이슨 스타뎀', '레인 윌슨']",113,존 터틀타웁,12세 관람가,"['액션', '공포', 'SF']","527,962",35.173,2018-08-09,5.9,"모든 것을 먹어 치운다! 국제 해저 관측 프로그램으로 일환으로 심해를 탐사 중인 해저 탐험대는 정체 모를 거대 생물에게 공격을 당한다. 긴급 투입된 심해 구조 전문가 조나스(제이슨 스타뎀)는 그것이 200만년 전 멸종된 것으로 알려진 ‘메가로돈’임을 주장한다. 아무도 믿으려 하지 않지만, 조나스는 역사상 가장 위대하고 가장 거대한 포식자와 두 번째로 마주하는 것인데…"
개구쟁이 스머프 2,개구쟁이 스머프 2,"['크리스티나 리치', '닐 패트릭 해리스', '알란 커밍']",104,라자 고스넬,전체 관람가,"['애니메이션', '가족']","921,788",35.13,2013-07-30,5.7,스머프들이 돌아온다! 이번엔 프랑스 파리로~! 위험에 빠진 스머페트를 구하라!  프랑스 파리의 스타 마법사가 된 ‘가가멜’. 하지만 마법 약발이 떨어지기 시작하자 그가 만들어낸 말썽쟁이 스머프 ‘벡시’ &amp; ‘해커스’와 함께 유일하게 “마법의 스머프 묘약”을 만들어 낼 줄 아는 ‘스머페트’를 납치한다!! ‘가가멜’에게 납치당한 ‘스머페트’를 구하기 위해 다시 한번 인간세상으로 여행을 떠나는 ‘파파 스머프’와 스머프들. 난생처음 와보는 낭만의 도시 
라이온 킹 3 : 라이온 킹 1과 1/2,[],[],[],[],[],[],[],35.109,2004-02-06,6.5,"티몬은 몽구스 마을이 싫었다. 언제 어디서 덮칠지 모르는 하이에나와 맹수들을 피해서, 땅굴을 파고 또 파며 숨어사는 몽구스 마을. 그렇지만 티몬이 원하는 것은 남의 눈치보지 않고 햇빛을 받으며 풍요롭게 즐기는 삶이다. 당연히 몽구스 마을에서는 최고의 말썽꾼이자 골칫거리일 밖에. 그래서 티몬은 길을 떠났다. 눈에 보이는 곳 저 너머, 꿈에도 그리는 이상적인 집을 찾으러...  티몬의 길동무가 된 것은 멧돼지 품바. 커다란 덩치에 상당히 못생기고, 방귀냄새"
퍼펙트 데이트,[],[],[],[],[],[],[],34.969,2019-04-12,6.4,"야심 찬 고등학생, 대학 학비를 벌기 위해 맞춤형 데이팅 사업에 뛰어든다. 고객이 원하는 모든 이상형으로 단숨에 변신하는 브룩스. 그런데 가만있어 봐. 내가 누구더라?"
룰스 오브 인게이지먼트,룰스 오브 인게이지먼트,"['토미 리 존스', '사무엘 L. 잭슨']",128,윌리엄 프리드킨,15세 관람가,"['드라마', '전쟁', '액션']",[],34.829,2000-04-07,6.1,"미국 해병대 소속으로 베트남전을 비롯, 베이루트, 패트리어트 사막 전투 등 수많은 전쟁에서 공을 세운 전설적인 군인 테리 칠더스 대령에게 예맨의 미국 대사 가족을 보호하는 임무가 맡겨진다. 시민들의 시위가 폭동의 수준에까지 이르자 칠더스(사무엘 L. 잭슨)는 그들을 헬기로 탈출시키려 한다. 그러나 시위대로부터 날아온 총알에 동료들과 자신의 목숨을 지키기 위해 시위대에 대응 사격한다.  그러나 칠더스는 교전법칙을 어겼다는 이유로 군법 회의에 회부되고 정부"
작은 영웅 데스페로,작은 영웅 데스페로,"['엠마 왓슨', '매튜 브로데릭', '시고니 위버']",93,샘 펠,전체 관람가,"['가족', '모험', '판타지']","436,167",34.818,2008-12-19,5.8,"남들에겐 바늘, 내겐 검! 남들에겐 고양이, 내겐 귀여운 '복실이'!  세상을 깜짝 놀라게 할 겁없는 녀석이 온다!  두려움이 미덕인 생쥐 세계에서 쥐덫을 놀이기구로 삼고, 미술 시간에 고양이 그림을 그리는 등 용감무쌍 행동으로 마을을 놀래키는, 엉뚱하지만 사랑스러운 데스페로.  항상 새로운 세상에 대한 호기심으로 가득 차 있던 데스페로는 어느 날 인간 세상으로 여행을 떠나게 되고, 빛과 활기를 잃은 도르 왕국에서 우연히 아름다운 피(Pea)공주를 만나"
오버로드,오버로드,"['와이어트 러셀', '요한 필립 애스백', '보킴 우드바인']",109,줄리어스 에이버리,청소년 관람불가,"['액션', '공포', '미스터리']",[],34.768,2018-11-01,6.7,"2차 세계 대전 D-Day  전날 밤, 공수부대가 노르망디 외곽의 작은 마을에서 독일 무선탑을 파괴하라는 임무수행 중에 비행기가 추락한다.  결국 목표에 도착을 했지만 공수부대는 나찌 군인들과 싸우는 것 외에도 나치의 비밀 실험체인 무시무시하고 피비린내 나는 폭력적인 동물들과 싸워야한다."
다크 나이트,다크 나이트,"['크리스찬 베일', '히스 레저', '아론 에크하트']",152,크리스토퍼 놀란,15세 관람가,"['액션', '범죄', '드라마']","4,175,526",34.751,2008-07-16,8.4,"범죄와 부정부패를 제거하여 고담시를 지키려는 배트맨(크리스찬 베일). 그는 짐 고든 형사(게리 올드만)와 패기 넘치는 고담시 지방 검사 하비 덴트(아론 에크하트)와 함께 도시를 범죄 조직으로부터 영원히 구원하고자 한다. 세 명의 의기투합으로 위기에 처한 악당들이 모인 자리에 보라색 양복을 입고 얼굴에 짙게 화장을 한 괴이한 존재가 나타나 배트맨을 죽이자는 사상 초유의 제안을 한다. 그는 바로 어떠한 룰도, 목적도 없는 사상 최악의 악당 미치광이 살인광대"
와인 컨트리,[],[],[],[],[],[],[],34.688,2019-05-08,7,"50번째 생일을 맞은 여인. 오랜 여자 친구들이 그날을 축하하기 위해 여행을 떠난다. 하지만 변치 않을 우정은 개뿔, 애증의 판도라 상자가 열렸다! 우리, 아직 친구 맞니?"
아이온크래드,아이온크래드2: 피의 전투,"['톰 오스틴', '로지 데이']",108,조나단 잉글리쉬,청소년 관람불가,"['액션', '모험']",[],34.684,2011-03-03,6.1,영국을 배경으로 마그나 카르타(대헌장) 이후 교왕의 지지를 얻어 덴마크 용병들을 모아 자신을 반대했던 세력에 잔인한 복수를 시작하는 영국왕 존을 대항해 반군들이 올때까지 로체스터 성에서 시간을 벌어야 하는 기사들과의 싸움을 그린 역사물
나 홀로 집에 4,[],[],[],[],[],[],[],34.64,2003-11-26,4.2,부모님이 이혼을 해 엄마와 함께 살게 된 케빈은 크리스마스를 아빠와 함께 아빠의 여자친구 나탈리의 집에서 보내기로 결정한다. 한편 전편들에서 케빈에게 호되게 당했던 도둑 마브는 베라라는 새 파트너와 함께 나탈리의 집을 털기로 하는데...
저스트 어 이어,저스트 어 이어,"['로즈 번', '라프 스팰', '사이먼 베이커']",97,댄 마저,청소년 관람불가,"['코미디', '멜로/로맨스']","6,312",34.555,2013-02-08,5.4,"첫 만남은 운명, 연애할 땐 사랑, 결혼 후엔 실수?! 더도 말고 딱 1년 만에… 내 남편을 죽이고 싶어졌다!  첫 만남 후, 불 같은 사랑에 빠져 초스피드로 결혼에 골인한 ‘냇’(로즈 번)과 ‘조쉬’(라프 스팰). 매일 행복할 줄만 알았는데 “일년만 살아봐!”라는 주변 사람들의 말처럼 결혼 생활이 순탄치만은 않다. 남편 조쉬는 하루 종일 소파에만 앉아 어설픈 유머를 날리는가 하면, 청소는커녕 쓰레기를 휙~휙 던져 놓고 급기야 회사모임에 동석해 진상댄스"
보리밭을 흔드는 바람,보리밭을 흔드는 바람,['킬리언 머피'],126,켄 로치,15세 관람가,"['전쟁', '드라마']","13,092",34.507,2006-03-24,7.4,"1920년 아일랜드. 젊은 의사 데이미언은 런던의 병원에 일자리를 얻지만, 아일랜드인에 대한 영국 군대의 횡포를 목격하고 형 테디와 연인 시네이드 그리고 친구들과 함께 아일랜드의 독립운동에 뛰어든다. 그리고 마침내 영국과 평화조약을 맺게 된 아일랜드, 그러나 일부 지역 자치만 허용한다는 영국의 발표에 데이미언은 형 테디와 심한 대립 관계에 놓이게 되고 연인 시네이드와의 애정 관계마저 이상이 생기는데… 조국의 자유를 위해 형과 사랑하는 연인과의 위기를 맞"
프리스테이트,프리 스테이트,"['매튜 맥커너히', '케리 러셀', '구구 바샤-로']",113,게리 로스,15세 관람가,"['액션', '전쟁', '드라마']",[],34.503,2016-06-24,6.6,"남북전쟁이 한창이던 어느 날 남부군의 뉴튼(매튜 맥커너히)은 지주들의 배만 불리는 전쟁에 회의를 느끼고, 집으로 탈영을 하게 된다. 하지만 고향의 실정은 여전히 남부군의 약탈로 인해 참혹한 실정이었고, 뉴튼은 한 농가가 약탈 당하는 것을 본 후 그들에게 대항을 결정하게 된다.  탈영병이던 그의 행동은 곧바로 군의 추격을 불러왔고, 뉴튼은 인근 늪지대로 피해 다른 흑인 탈주자들과 함께 생활을 하게된다. 그러다가 점점 뉴튼이 있는 캠프는 탈영병들과 남부군에"
브레이크스루,브레이크스루,"['토퍼 그레이스', '크리시 메츠', '조쉬 루카스']",[],록산느 더우손,PG,['드라마'],[],34.382,2019-04-11,6.7,
반지의 제왕: 두 개의 탑,반지의 제왕: 두 개의 탑,"['일라이저 우드', '이안 맥켈런', '비고 모텐슨']",235,피터 잭슨,12세 관람가,"['판타지', '모험', '액션']",[],34.381,2002-12-18,8.3,"9명의 반지원정대는 사우론의 세력에 맞서 반지를 지켜냈지만 반지 원정대는 뿔뿔이 흩어지게 된다. 메리와 피핀을 구하기 위해 우르크하이 군대를 추격하던 아라곤과 레골라스, 김리는 유령 숲에서 백색의 마법사로 부활한 마법사 간달프를 만나게 되고 사우론이 암흑세계의 두 개의 탑을 통합하여 점점 그 세력을 넓혀가고 있다는 사실을 듣게 된다. 이에 아라곤과 원정대는 중간계의 선한 무리의 통합을 이뤄 사우론의 세력을 견제해야 하는 큰 임무를 맡게 된다. 하지만 원"
바이스,바이스,['크리스찬 베일'],132,아담 맥케이,15세 관람가,['드라마'],"135,895",34.289,2018-12-25,7.1,"대기업의 CEO에서 펜타곤 수장을 거쳐 미국 부통령까지 오른 딕 체니(크리스찬 베일). 재임 시절, 보이지 않는 이면에서 그가 내린 결정들은 세계의 흐름을 바꿔 버리고 뒤바뀐 역사는 다시는 회복될 수 없는 시간에 묻혀버렸다. 이제 그가 바꾼 글로벌한 역사의 변곡점들을 추적한다."
메이즈 러너,메이즈 러너: 데스 큐어,"['딜런 오브라이언', '토마스 생스터', '카야 스코델라리오']",143,웨스 볼,12세 관람가,"['액션', 'SF', '스릴러']","2,299,751",34.239,2014-09-10,7.1,"삭제된 기억, 거대한 미로로 둘러싸인 낯선 공간  모든 기억이 삭제된 채 의문의 장소로 보내진 ‘토마스’(딜런 오브라이언).  ‘토마스’는 미로에 갇힌 그곳에서 자신과 같은 상황의 사람들을 만난다.  그들은 매일 밤 살아 움직이는 미로에서 정체를 알 수 없는 죽음의 존재와 대립하며,  지옥으로부터 빠져나갈 탈출구인 지도를 완성해 나간다.  그러던 어느 날, 미로의 문이 열리고 그들은 마지막 선택의 기로에 놓이게 되는데…"
구스범스,구스범스: 몬스터의 역습,"['웬디 맥렌던 커비', '매디슨 아이스먼', '제레미 레이 테일러']",90,아리 산델,12세 관람가,"['판타지', '모험']","25,857",34.228,2015-08-05,6.2,"책 속에 갇혀 있던 몬스터들이 깨어난다!  뉴욕에서 작은 마을로 이사 오게 된 잭(딜러 미네트)은 첫 날부터 옆집 소녀 헤나(오데야 러쉬)에게 호감을 느낀다. 하지만 전세계 베스트셀러 ‘구스범스’의 작가인 헤나의 아버지 스타인(잭 블랙)은 무언가를 숨기려는 듯 자신들의 집에 얼씬거리지 말라며 경고한다. 어느 날, 헤나의 비명 소리를 듣게 된 잭은 절친 챔프(라이언 리)를 불러 몰래 잠입하고, 그곳에서 자물쇠로 잠겨 있는 베스트셀러 소설 ‘구스범스’ 책들"
배트맨: 다크 나이트 리턴즈 파트1,[],[],[],[],[],[],[],34.128,2012-09-06,7.7,"다시 거리로 향하는 50대 브루스 웨인 냉전의 1980년대, 배트맨이 사라진 고담 시는 그야말로 아비규환이다. 뮤턴트 갱이 도시를 점거하여 일반 시민과 경찰 당국을 위협하고, 위험천만한 범죄자 투페이스는 새 얼굴을 얻어 출소한다. 이어 배트맨의 가장 큰 숙적 조커가 다시금 세상으로 나오며, 미국의 반대편 소련의 위협까지 덮쳐 온다. 50대가 된 브루스 웨인은 그의 또 다른 자아, 배트맨을 오랫동안 묻어 둔 상태. 세상일에 관여하지 않은 채 노후를 맞이하"
텍사스 전기톱 연쇄살인사건 3D,[],[],[],[],[],[],[],34.117,2013-01-03,5.3,"1974년에 일어난 첫번째 전기톱 대학살 사건 후, 소이여 가족을 의심한 마을 사람들은 그 집을 태워 소이여 가족 사람들을 모두 죽인다. 몇십년 후, 헤더라는 여성은 자신이 할머니로부터 텍사스의 땅을 물려받았다는 사실을 알게 된다. 헤더는 친구들과 함께 그녀의 뿌리를 찾아 텍사스로 간다. 그곳에서 그녀는 자신이 물려받은 집의 지하에 숨은 공포스러운 진실을 마주하게 되는데…"
위플래쉬,위플래쉬,"['마일즈 텔러', 'J.K. 시몬스']",106,데이미언 셔젤,15세 관람가,['드라마'],"1,589,048",34.075,2014-10-10,8.4,"최고의 드러머가 되기 위해서라면 무엇이든 할 각오가 되어있는 음악대학 신입생 앤드류는 아무도 없는 지하실에서 혼자 드럼을 연습하던 중 우연한 기회로 누구든지 성공으로 이끄는 최고의 실력자이지만, 또한 동시에 최악의 폭군인 플렛처 교수에게 발탁되어 그의 밴드에 들어가게 된다. 설레는 마음으로 참가한 첫 연습에서, 그는 플렛처 교수의 진짜 얼굴을 마주치게 된다. 폭언과 학대 속에 좌절과 성취를 동시에 안겨주는 플렛처의 지독한 교육방식은 천재가 되길 갈망하는"
디트로이트,디트로이트,"['존 보예가', '안소니 마키', '윌 폴터']",143,캐서린 비글로우,15세 관람가,['스릴러'],"22,841",34.018,2017-07-28,7.3,"흑인과 백인 사이의 인종간 대립이 심화되던 1967년 디트로이트의 7월 더운 여름날 밤. 백인 경찰이 무허가 술집을 단속하면서 손님을 모조리 체포하는 일이 일어난다. 항의시위가 일어나고, 시위는 대규모 폭동으로 번진다. 디트로이트는 멈출 줄 모르는 시민들의 폭동과 약탈 범죄, 그리고 경찰의 무자비한 진압 속에서 이틀째 혼란을 겪고 있다. 1992년 LA 폭동 전까지 사상 최대, 최악의 폭동 사태 가운데 하나로 꼽히는 사건인 디트로이트 폭동을 다룬 이 영"
더 프레데터,더 프레데터,"['보이드 홀브룩', '올리비아 문', '트래반트 로즈']",108,셰인 블랙,청소년 관람불가,"['SF', '액션', '스릴러']","170,878",33.959,2018-09-05,5.2,다른 종의 DNA를 이용해 더욱 영리하고 치명적으로 진화한 외계 빌런 ‘프레데터’. 더욱 무자비해진 그의 등장으로 지구는 위협에 휩싸이게 된다. 특수 부대원 출신 ‘퀸’(보이드 홀브룩)은 비밀 정부 미션에 참여 중인 진화생물학자 ‘케이시’(올리비아 문)를 만나게 되고 범죄 전력이 있는 전직 군인들과 함께 ‘프레데터’에 맞서 생존을 위한 사투를 벌이게 되는데…
토니 에드만,토니 에드만,"['산드라 휠러', '페테르 시모니슈에크']",162,마렌 아데,청소년 관람불가,['드라마'],"14,779",33.908,2016-07-14,7.1,"농담에 장난은 기본, 때론 분장까지 서슴지 않는 괴짜 아버지가  인생의 재미를 잃어버린 커리어우먼 딸을 찾아오면서 벌어지는 드라마."
다크 나이트 라이즈,다크 나이트 라이즈,"['크리스찬 베일', '마이클 케인', '게리 올드만']",164,크리스토퍼 놀란,15세 관람가,"['액션', '범죄', '스릴러']","6,399,304",33.902,2012-07-16,7.7,"배트맨이 조커와의 대결을 끝으로 세상에서 모습을 감춘 8년 후, 하비 덴트의 죽음에 대한 책임을 떠안은 배트맨은 모든 것을 희생하며 떠난다. 범죄방지 덴트법으로 인해 한동안 평화가 지속되던 고담시의 파멸을 예고하며 나타난 마스크를 쓴 잔인한 악당, 최강의 적 베인이 등장한다. 베인은 배트맨이 스스로 택한 유배 생활에 종지부를 찍게 하지만, 다시 돌아온 배트맨에게 베인은 만만한 상대가 아니다. 자신을 거부한 사람들의 고통을 지켜볼 것인가, 정의의 수호자로"
위아 유어 프렌즈,위아 유어 프렌즈,"['잭 에프론', '에밀리 라타이코프스키']",96,맥스 조셉,청소년 관람불가,"['드라마', '멜로/로맨스']","37,853",33.877,2015-08-26,6.3,"오늘 밤, 심장의 BPM이 날뛴다!  최고의 DJ를 꿈꾸며 자신만의 방식대로 클럽 공연을 하고 있는 '콜'은 어느 날, 잘나가는 DJ '제임스'와 그의 여자친구 '소피'를 만나게 된다.  ‘콜’의 재능을 눈여겨본 '제임스'의 아낌없는 지원 덕분에 그의 인생은 180도 화끈한 반전을 맞이하게 되지만, 함께하는 시간이 길어질수록 ‘소피’에게 향하는 자신의 마음을 감출 수 없어 괴로워한다. 설상가상 절친들과도 점차 멀어지게 되면서 ‘콜’은 선택의 기로에 놓이"
스타워즈: 깨어난 포스,스타워즈: 깨어난 포스,"['데이지 리들리', '존 보예가', '오스카 아이삭']",135,J.J. 에이브럼스,12세 관람가,"['액션', '모험', '판타지']","3,273,873",33.681,2015-12-15,7.4,"2번째 데스 스타가 파괴되고 다스 베이더가 사망한 지 약 30년 후,  마지막 남은 제다이인 루크 스카이워커가 사라졌다. 몰락한 은하 제국으로부터 일어난 퍼스트 오더는 루크와 공화국을 찾아내 제거하려 한다. 공화국과 루크의 쌍둥이 여동생 레이아 오르가나가 이끄는 저항군은 퍼스트 오더를 저지하고 루크의 도움을 받기 위해 루크를 찾는다. 저항군 최고의 파일럿 포 다메론은 자쿠 행성의 마을 장로를 만나 루크가 있는 장소의 지도를 얻는다. 카일로 렌이 이끄는 "
아틱,아틱,"['매즈 미켈슨', '마리아 델마 스마라도티르']",98,조 페나,12세 관람가,['드라마'],"매즈 미켈슨, 마리아 델마 스마라도티",33.663,2018-07-26,6.2,"비행기 추락 사고 이후, 북극에 조난된 ‘오버가드(매즈 미켈슨)’는 언젠가는 구조될 날이 올 것을 믿고 기다린다. 그는 매일 정해진 시간에 무전을 치고, 북극의 지형을 조사하고, 송어를 잡고, 죽은 동료의 무덤에 가서 인사를 한다. 그러던 어느 날, 추락한 헬기 속 생존자를 발견한다. 심각한 부상으로 인해 이대로 구조를 기다릴 수는 없고, 자칫 이동하면 함께 위험해질 수 있는 상황… 하지만 홀로 지내면서 잊고 있었던 생명의 온기. 그녀를 살리기 위해, "
